GeneID,Gene,ALL1,ALL2,ALL3,PML1,PML2,PML3,MYE1,MYE2,MYE3,LYM1,LYM2,LYM3,CML1,CML2,CML3
56829_at,TRAPPC9,7.1835,7.19263,7.2657,7.11836,7.23998,7.26544,7.55379,7.60075,7.4909,7.3758,7.42104,7.30891,7.16879,7.11564,7.12803
